CFIHOS unique code,UNECE code,unit of measure name,unit of measure symbol,unit of measure dimension code CFIHOS unique code,unit of measure dimension code,unit of measure dimension name,measurement system code CFIHOS unique code,measurement system code,unit of measure synonym name
CFIHOS-65001304,,pound-mass-mole per hour square foot,lbmol/(h.ft2),CFIHOS-45000166,AMSPTA,(amount of substance per time) per area,,,
CFIHOS-65001305,,pound-mass-mole per second square foot,lbmol/(s.ft2),CFIHOS-45000166,AMSPTA,(amount of substance per time) per area,,,
CFIHOS-65001306,,gram-mole per cubic metre,mol/m3,CFIHOS-45000050,AMSPV,amount of substance per volume,CFIHOS-60001649,SI,
CFIHOS-65001307,,kilogram-mole per cubic metre,kmol/m3,CFIHOS-45000050,AMSPV,amount of substance per volume,CFIHOS-60001649,SI,
CFIHOS-65001308,,pound-mass-mole per cubic foot,lbmol/ft3,CFIHOS-45000050,AMSPV,amount of substance per volume,,,
CFIHOS-65001309,,pound-mass-mole per UK gallon,lbmol/gal[UK],CFIHOS-45000050,AMSPV,amount of substance per volume,,,
CFIHOS-65001310,,pound-mass-mole per US gallon,lbmol/gal[US],CFIHOS-45000050,AMSPV,amount of substance per volume,,,
CFIHOS-65001311,,gram-mole per second,mol/s,CFIHOS-45000049,AMSPT,amount of substance per time,CFIHOS-60001649,SI,
CFIHOS-65001312,,kilogram-mole per hour,kmol/h,CFIHOS-45000049,AMSPT,amount of substance per time,CFIHOS-60001649,SI,
CFIHOS-65001313,,kilogram-mole per second,kmol/s,CFIHOS-45000049,AMSPT,amount of substance per time,CFIHOS-60001649,SI,
CFIHOS-65001314,,pound-mass-mole per hour,lbmol/h,CFIHOS-45000049,AMSPT,amount of substance per time,,,
CFIHOS-65001315,,pound-mass-mole per second,lbmol/s,CFIHOS-45000049,AMSPT,amount of substance per time,,,
CFIHOS-65001316,D27,steradian,sr,CFIHOS-45000165,SOLANG,solid angle,CFIHOS-60001649,SI,
CFIHOS-65001317,,julian-year,a,CFIHOS-45000007;CFIHOS-45000031,ECURR;TIME,electrical current / amperage;time,CFIHOS-60001649,SI,
CFIHOS-65001318,,tropical-year,a[t],CFIHOS-45000031,TIME,time,,,
CFIHOS-65001319,,half of millisecond,1/2 ms,CFIHOS-45000031,TIME,time,,,
CFIHOS-65001320,,hundred thousand tropical-year,100 ka[t],CFIHOS-45000031,TIME,time,,,
CFIHOS-65001321,,hundredth of julian-year,ca,CFIHOS-45000007;CFIHOS-45000031,ECURR;TIME,electrical current / amperage;time,CFIHOS-60001649,SI,
CFIHOS-65001322,,centisecond,cs,CFIHOS-45000077;CFIHOS-45000031,ELCOTA;TIME,electric conductance;time,CFIHOS-60001649,SI,
CFIHOS-65001323,,decisecond,ds,CFIHOS-45000077;CFIHOS-45000031,ELCOTA;TIME,electric conductance;time,CFIHOS-60001649,SI,
CFIHOS-65001324,,million million million tropical-year,Ea[t],CFIHOS-45000031,TIME,time,,,
CFIHOS-65001325,,femtojulian-year,fa,CFIHOS-45000007;CFIHOS-45000031,ECURR;TIME,electrical current / amperage;time,CFIHOS-60001649,SI,
CFIHOS-65001326,,thousand million tropical-year,Ga[t],CFIHOS-45000031,TIME,time,,,
CFIHOS-65001327,,hectosecond,hs,CFIHOS-45000031,TIME,time,CFIHOS-60001649,SI,
CFIHOS-65001328,,thousand tropical-year,ka[t],CFIHOS-45000031,TIME,time,,,
CFIHOS-65001329,,million tropical-year,Ma[t],CFIHOS-45000031,TIME,time,,,
CFIHOS-65001330,C26,millisecond,ms,CFIHOS-45000077;CFIHOS-45000031,ELCOTA;TIME,electric conductance;time,CFIHOS-60001649,SI,
CFIHOS-65001331,,nanojulian-year,na,CFIHOS-45000007;CFIHOS-45000031,ECURR;TIME,electrical current / amperage;time,CFIHOS-60001649,SI,
CFIHOS-65001332,C47,nanosecond,ns,CFIHOS-45000077;CFIHOS-45000031,ELCOTA;TIME,electric conductance;time,CFIHOS-60001649,SI,
CFIHOS-65001333,H70,picosecond,ps,CFIHOS-45000077;CFIHOS-45000031,ELCOTA;TIME,electric conductance;time,CFIHOS-60001649,SI,
CFIHOS-65001334,,million million tropical-year,Ta[t],CFIHOS-45000031,TIME,time,,,
CFIHOS-65001335,B98,microsecond,us,CFIHOS-45000077;CFIHOS-45000031,ELCOTA;TIME,electric conductance;time,CFIHOS-60001649,SI,
CFIHOS-65001336,,second per metre,s/m,CFIHOS-45000078;CFIHOS-45000169,ELCOTI;TIMEPL,electric conductivity;time per length,CFIHOS-60001649,SI,
CFIHOS-65001337,,hour per thousand foot,0.001 h/ft,CFIHOS-45000169,TIMEPL,time per length,,,
CFIHOS-65001338,,hour per kilometre,h/km,CFIHOS-45000169,TIMEPL,time per length,CFIHOS-60001649,SI,
CFIHOS-65001339,,minute per foot,min/ft,CFIHOS-45000169,TIMEPL,time per length,,,
CFIHOS-65001340,,minute per metre,min/m,CFIHOS-45000169,TIMEPL,time per length,CFIHOS-60001649,SI,
CFIHOS-65001341,,millisecond per centimetre,ms/cm,CFIHOS-45000078;CFIHOS-45000169,ELCOTI;TIMEPL,electric conductivity;time per length,CFIHOS-60001649,SI,
CFIHOS-65001342,,millisecond per foot,ms/ft,CFIHOS-45000169,TIMEPL,time per length,,,
CFIHOS-65001343,,millisecond per inch,ms/in,CFIHOS-45000169,TIMEPL,time per length,,,
CFIHOS-65001344,,millisecond per metre,ms/m,CFIHOS-45000078;CFIHOS-45000169,ELCOTI;TIMEPL,electric conductivity;time per length,CFIHOS-60001649,SI,
CFIHOS-65001345,,nanosecond per foot,ns/ft,CFIHOS-45000169,TIMEPL,time per length,,,
CFIHOS-65001346,,nanosecond per metre,ns/m,CFIHOS-45000169,TIMEPL,time per length,CFIHOS-60001649,SI,
CFIHOS-65001347,,second per centimetre,s/cm,CFIHOS-45000169,TIMEPL,time per length,CFIHOS-60001649,SI,
CFIHOS-65001348,,second per foot,s/ft,CFIHOS-45000169,TIMEPL,time per length,,,
CFIHOS-65001349,,second per inch,s/in,CFIHOS-45000169,TIMEPL,time per length,,,
CFIHOS-65001350,,microsecond per foot,us/ft,CFIHOS-45000169,TIMEPL,time per length,,,
CFIHOS-65001351,,microsecond per inch,us/in,CFIHOS-45000169,TIMEPL,time per length,,,
CFIHOS-65001352,,microsecond per metre,us/m,CFIHOS-45000169,TIMEPL,time per length,CFIHOS-60001649,SI,
CFIHOS-65001353,D93,second per cubic metre,s/m3,CFIHOS-45000171,TIMEPV,time per volume,CFIHOS-60001649,SI,
CFIHOS-65001354,,day per thousand cubic foot,0.001 d/ft3,CFIHOS-45000171,TIMEPV,time per volume,,,
CFIHOS-65001355,,day per barrel,d/bbl,CFIHOS-45000171,TIMEPV,time per volume,,,
CFIHOS-65001356,,day per cubic foot,d/ft3,CFIHOS-45000171,TIMEPV,time per volume,,,
CFIHOS-65001357,,day per cubic metre,d/m3,CFIHOS-45000171,TIMEPV,time per volume,CFIHOS-60001649,SI,
CFIHOS-65001358,,hour per cubic foot,h/ft3,CFIHOS-45000171,TIMEPV,time per volume,,,
CFIHOS-65001359,,hour per cubic metre,h/m3,CFIHOS-45000171,TIMEPV,time per volume,CFIHOS-60001649,SI,
CFIHOS-65001360,,second per cubic foot,s/ft3,CFIHOS-45000171,TIMEPV,time per volume,,,
CFIHOS-65001361,,second per litre,s/L,CFIHOS-45000171,TIMEPV,time per volume,CFIHOS-60001649,SI,
CFIHOS-65001362,,second per UK quart,s/qt[UK],CFIHOS-45000171,TIMEPV,time per volume,,,
CFIHOS-65001363,,second per US quart,s/qt[US],CFIHOS-45000171,TIMEPV,time per volume,,,
CFIHOS-65001364,,second per kilogram,s/kg,CFIHOS-45000170,TIMEPM,time per mass,CFIHOS-60001649,SI,
CFIHOS-65001365,,kilogram per joule,kg/J,CFIHOS-45000125,MASSPE,mass per energy,CFIHOS-60001649,SI,
CFIHOS-65001366,,kilogram per kilowatt hour,kg/(kW.h),CFIHOS-45000125,MASSPE,mass per energy,CFIHOS-60001649,SI,
CFIHOS-65001367,,kilogram per megajoule,kg/MJ,CFIHOS-45000125,MASSPE,mass per energy,CFIHOS-60001649,SI,
CFIHOS-65001368,,pound-mass per horsepower hour,lbm/(hp.h),CFIHOS-45000125,MASSPE,mass per energy,,,
CFIHOS-65001369,,milligram per joule,mg/J,CFIHOS-45000125,MASSPE,mass per energy,CFIHOS-60001649,SI,
CFIHOS-65001370,,per pound-force,1/lbf,CFIHOS-45000154,RECFOR,reciprocal force,,,
CFIHOS-65001371,,per Newton,1/N,CFIHOS-45000154,RECFOR,reciprocal force,CFIHOS-60001649,SI,
CFIHOS-65001372,M72,bel,B,CFIHOS-45000026;CFIHOS-45000021,SURFAC;SOUND,surface / area;sound,CFIHOS-60001649,SI,
CFIHOS-65001373,,API gravity unit,dAPI,CFIHOS-45000056,APIGRV,api gravity,CFIHOS-60001649,SI,
CFIHOS-65001374,,API gamma ray unit,gAPI,CFIHOS-45000055,APIGAM,api gamma ray,CFIHOS-60001649,SI,
CFIHOS-65001375,,API neutron unit,nAPI,CFIHOS-45000057,APINEU,api neutron,CFIHOS-60001649,SI,
CFIHOS-65001376,C59,octave,O,CFIHOS-45000097,FREQIN,frequency interval,CFIHOS-60001649,SI,
CFIHOS-65001377,,decibel milliwatt,dB.mW,CFIHOS-45000135,NORMPW,normalized power,CFIHOS-60001649,SI,
CFIHOS-65001378,,decibel megawatt,dB.MW,CFIHOS-45000135,NORMPW,normalized power,CFIHOS-60001649,SI,
CFIHOS-65001379,,decibel watt,dB.W,CFIHOS-45000135,NORMPW,normalized power,CFIHOS-60001649,SI,
CFIHOS-65001380,,decibel per foot,dB/ft,CFIHOS-45000112,LOGPPL,logarithmic power ratio per length,,,
CFIHOS-65001381,H51,decibel per kilometre,dB/km,CFIHOS-45000112,LOGPPL,logarithmic power ratio per length,CFIHOS-60001649,SI,
CFIHOS-65001382,H52,decibel per metre,dB/m,CFIHOS-45000112,LOGPPL,logarithmic power ratio per length,CFIHOS-60001649,SI,
CFIHOS-65001383,,decibel per octave,dB/O,CFIHOS-45000063,ATTPFI,attenuation per frequency interval,CFIHOS-60001649,SI,
CFIHOS-65001384,,bel watt,B.W,CFIHOS-45000135,NORMPW,normalized power,CFIHOS-60001649,SI,
CFIHOS-65001385,P43,bel per metre,B/m,CFIHOS-45000112,LOGPPL,logarithmic power ratio per length,CFIHOS-60001649,SI,
CFIHOS-65001386,,bel per octave,B/O,CFIHOS-45000063,ATTPFI,attenuation per frequency interval,CFIHOS-60001649,SI,
CFIHOS-65001387,,volt per bel,V/B,CFIHOS-45000136,PDPPD,potential difference per power drop,CFIHOS-60001649,SI,
CFIHOS-65001388,,volt per decibel,V/dB,CFIHOS-45000136,PDPPD,potential difference per power drop,CFIHOS-60001649,SI,
CFIHOS-65001389,,grams of CO2 equivalent,gCO2e,CFIHOS-45000085,EMISS,carbon dioxide equivalent emissions,,,
CFIHOS-65001390,,kilograms of CO2 equivalent,kgCO2e,CFIHOS-45000085,EMISS,carbon dioxide equivalent emissions,,,kgCO2eq;kgCO2-eq;kilogram of carbon dioxide equivalent
CFIHOS-65001391,,tonnes of CO2 equivalent,tCO2e,CFIHOS-45000085,EMISS,carbon dioxide equivalent emissions,,,metric tonnes of carbon dioxide equivalent
CFIHOS-65001392,,Kilotonnes of CO2 equivalent,KtCO2e,CFIHOS-45000085,EMISS,carbon dioxide equivalent emissions,,,kilotonnes of carbon dioxide equivalent
CFIHOS-65001393,,Million tonnes of CO2 equivalent,MMTCDE,CFIHOS-45000085,EMISS,carbon dioxide equivalent emissions,,,
CFIHOS-65001394,,Joule Per Kilogram Per Kelvin,kJ/kg-K,CFIHOS-45000023,SPHCAP,specific heat capacity,,,kJ/kgK
CFIHOS-65001395,,BTU per pound per degree Rankine,Btu(IT)/lb·degR,CFIHOS-45000023,SPHCAP,specific heat capacity,,,Btu/lb°R
