CFIHOS unique code,property name,property definition,property data type,property data type length,unit of measure dimension code CFIHOS unique code,unit of measure dimension code,property picklist name CFIHOS unique code,property picklist name,property existence reason description,property synonym name
CFIHOS-40000581,set point,"The level at which an instrument is set to trigger an action - e.g. PSVs, bursting discs, regulators, etc.",Number,,,,,,Required by owner-operators,
CFIHOS-40000582,set point high,"The highest level at which an instrument is set to trigger an action - e.g. PSVs, bursting discs, regulators, etc.",Number,,,,,,Required by owner-operators,
CFIHOS-40000583,set point low,"The lowest level at which an instrument is set to trigger an action - e.g. PSVs, bursting discs, regulators, etc.",Number,,,,,,Required by owner-operators,
CFIHOS-40000584,full opening valve,"Valve with an unobstructed opening, not smaller than the internal bore of the end connections.",Boolean,3,,,,,Required by owner-operators,
CFIHOS-40000585,fire safe,"The standard and classification of the fire rated equipment including valves, firewalls, doors, windows",Boolean,3,,,,,Required by owner-operators,
CFIHOS-40000586,inlet connection type,"Type of inlet connection, e.g. socket welded, threaded, butt-welded or flanged",Text,40,,,CFIHOS-50000127,connection type,Required by owner-operators,
CFIHOS-40000587,outlet connection type,"Type of outlet connection, e.g. socket welded, threaded, butt-welded or flanged",Text,40,,,CFIHOS-50000127,connection type,Required by owner-operators,
CFIHOS-40000588,seat design type,Type of seat design,Text,40,,,CFIHOS-50000126,seat design type,Required by owner-operators,
CFIHOS-40000589,stem sealing type,A shaft seal that is a sealing element intended to prevent leakage of fluids/gas between a valve stem and the surrounding body/bonnet.,Text,40,,,,,Required by owner-operators,
CFIHOS-40000590,valve operator type,"The method by which the valve is operated, e.g. gear, actuated, lever, hand wheel, ROV operated etc",Text,40,,,,,Required by owner-operators,
CFIHOS-40000591,pressure rating,"Classes of standard pressure ratings, i.e. the maximum allowable non shock working gage pressure at a given temperature and a specific material",Text,40,,,,,Required by owner-operators,
CFIHOS-40000592,seat leakage class,Is the quantity of fluid passing through a valve when the valve is in its fully closed position at a specified process design pressure differential and temperature.,Text,40,,,CFIHOS-50000125,seat leakage class,Required by owner-operators,
CFIHOS-40000593,temperature rating,"Classes of standard temperature ratings, i.e. the range of temperatures allowable for a specific material.",Text,40,,,,,Required by owner-operators,
CFIHOS-40000594,handle reset,Determines if the PSV has a manual reset. 'yes' or 'no'.,Boolean,3,,,,,Required by owner-operators,
CFIHOS-40000595,seat material,Is a material of construction of which a seat is made.,Text,100,,,CFIHOS-50000070,material,Required by owner-operators,
CFIHOS-40000596,trim type,The internal components of a valve that modulate the flow of the controlled fluid,Text,40,,,CFIHOS-50000130,trim type,Required by owner-operators,
CFIHOS-40000597,input signal type,"Type of instrument signal applied to a device, instrument, or system",Text,40,,,CFIHOS-50000131,signal type,Required by owner-operators,
CFIHOS-40000598,output signal type,"Type of instrument signal delivered by a device, instrument, or system",Text,40,,,CFIHOS-50000131,signal type,Required by owner-operators,
CFIHOS-40000599,communication protocol,"The digital communication system (if any), such as HART, Foundation Fieldbus or Profibus",Text,40,,,CFIHOS-50000132,communication protocol,Required by owner-operators,
CFIHOS-40000600,input signal range,"Signal range (e.g. 4 mA - 20 mA, or 3 - 15 psig) applied to a device, instrument, or system",Text,40,,,,,Required by owner-operators,
CFIHOS-40000601,output signal range,"Signal range (e.g. 4 mA - 20 mA, or 3 - 15psig) delivered by a device, instrument, or system",Text,40,,,,,Required by owner-operators,
CFIHOS-40000602,normal operating power consumption,A power consumption at normal working conditions.,Number,,CFIHOS-45000016,POWER,,,Required by owner-operators,
CFIHOS-40000603,operating voltage,"The voltage under normal working conditions, at a given instant.",Number,,CFIHOS-45000038,VOLTAG,,,Required by owner-operators,
CFIHOS-40000604,rated input voltage,Input voltage for which the equipment is constructed,Number,,CFIHOS-45000038,VOLTAG,,,Required by owner-operators,
CFIHOS-40000605,rated input frequency,An electrical frequency of a machine at rated input,Number,,CFIHOS-45000009,FREQU,,,Required by owner-operators,
CFIHOS-40000606,rated input current,The r.m.s. or DC value of the input current for which an apparatus has been designed,Number,,CFIHOS-45000007,ECURR,,,Required by owner-operators,
CFIHOS-40000607,rated output current,The r.m.s. or DC value of the output current for which an apparatus has,Number,,CFIHOS-45000007,ECURR,,,Required by owner-operators,
CFIHOS-40000608,rated primary current,The current on the primary side in a transformer,Number,,CFIHOS-45000007,ECURR,,,Required by owner-operators,
CFIHOS-40000609,rated secondary current,The current on the secondary side in a transformer,Number,,CFIHOS-45000007,ECURR,,,Required by owner-operators,
CFIHOS-40000610,rated primary voltage,The voltage on the primary side in a transformer,Number,,CFIHOS-45000038,VOLTAG,,,Required by owner-operators,
CFIHOS-40000611,rated secondary voltage,The voltage on the secondary side in a transformer,Number,,CFIHOS-45000038,VOLTAG,,,Required by owner-operators,
CFIHOS-40000612,explosion protection material group,"Specify for purposes of testing, approval, and area classification, various air mixtures (not oxygen-enriched) grouped in accordance with 500.6(A) and (B).",Text,100,,,CFIHOS-50000133,explosion protection material group,Required by owner-operators,
CFIHOS-40000613,external coating specification,Is a material specification for a coating on the outside of the equipment or component,Text,40,,,CFIHOS-50000013,coating material,Required by owner-operators,
CFIHOS-40000614,material specification,Is a specification which describes the applicable materials for one or more items.,Text,100,,,CFIHOS-50000073,material specification,Required by owner-operators,
CFIHOS-40000615,service code,A code that indicates a type of product for that an item is intended to be used.,Text,40,,,,,Required by owner-operators,
CFIHOS-40000616,cold side normal operating mass flow rate,The mass flow rate at the cold side at which a functional or physical object is expected to operate normally.,Number,,CFIHOS-45000014,MASFLO,,,Required by owner-operators,
CFIHOS-40000617,hot side normal operating inlet temperature,The temperature at which a functional or physical object is expected to operate normally at its inlet connection for the hot side.,Number,,CFIHOS-45000028,TEMP,,,Required by owner-operators,
CFIHOS-40000618,hot side normal operating mass flow rate,The mass flow rate at the hot side at which a functional or physical object is expected to operate normally.,Number,,CFIHOS-45000014,MASFLO,,,Required by owner-operators,
CFIHOS-40000619,hot side normal operating outlet temperature,The temperature at which a functional or physical object is expected to operate normally at its outlet connection for the hot side.,Number,,CFIHOS-45000028,TEMP,,,Required by owner-operators,
CFIHOS-40000620,shell side normal operating inlet pressure,An inlet pressure at the shell side at which a functional or physical object is expected to operate normally.,Number,,CFIHOS-45000017,PRESS,,,Required by owner-operators,
CFIHOS-40000621,shell side normal operating inlet temperature,The temperature at which a functional or physical object is expected to operate normally at its inlet connection for the shell side.,Number,,CFIHOS-45000028,TEMP,,,Required by owner-operators,
CFIHOS-40000622,shell side normal operating mass flow rate,The mass flow rate at the shell side at which a functional or physical object is expected to operate normally.,Number,,CFIHOS-45000014,MASFLO,,,Required by owner-operators,
CFIHOS-40000623,shell side normal operating outlet temperature,The temperature at which a functional or physical object is expected to operate normally at its outlet connection for the shell side.,Number,,CFIHOS-45000028,TEMP,,,Required by owner-operators,
CFIHOS-40000624,tube side normal operating mass flow rate,The mass flow rate at the tube side at which a functional or physical object is expected to operate normally.,Number,,CFIHOS-45000014,MASFLO,,,Required by owner-operators,
CFIHOS-40000625,atmospheric,Storing under atmospheric pressure.,Boolean,3,,,,,Required by owner-operators,
CFIHOS-40000626,tank shape,"The shape of the tank, e.g. cylindrical or spherical",Text,40,,,CFIHOS-50000136,tank shape,Required by owner-operators,
CFIHOS-40000627,header internal corrosion allowance,A thickness that is the upper limit of allowed corrosion of the inside of a header.,Number,,CFIHOS-45000011,LENGTH,,,Required by owner-operators,
CFIHOS-40000628,casing material,Is a possessed aspect being a role of the substance of an artefact when used to construct the artefact from. Therefore the substance should be in a solid state at the conditions at which the artefact exists.,Text,40,,,,,Required by owner-operators,
CFIHOS-40000629,shell upper limit allowable pressure,The pressure which is the highest allowed for the shell.,Number,,CFIHOS-45000017,PRESS,,,Required by owner-operators,
CFIHOS-40000630,shell upper limit allowable temperature,The temperature which is the highest allowed for the shell.,Number,,CFIHOS-45000028,TEMP,,,Required by owner-operators,
CFIHOS-40000631,tube upper limit allowable pressure,The pressure which is the highest allowed for the tube(s).,Number,,CFIHOS-45000017,PRESS,,,Required by owner-operators,
CFIHOS-40000632,tube upper limit allowable temperature,The temperature which is the highest allowed for the tube(s).,Number,,CFIHOS-45000028,TEMP,,,Required by owner-operators,
CFIHOS-40000633,lined surface,A surface which has a layer of lining (e.g.. glass) applied to it.,Boolean,3,,,,,Required by owner-operators,
CFIHOS-40000634,calibration range,"The region between the limits within which a quantity is measured, received, or transmitted, expressed by stating the lower and upper range-values",Text,40,,,,,Required by owner-operators,
CFIHOS-40000635,fault tolerance,Existence of more than one means for performing the required function of an item.  Also known as redundancy in Redundancy in IEC and IEC 60050-192:2015.,Boolean,3,,,,,Required by owner-operators,
CFIHOS-40000636,loop application,"The use or system for which the instrument loop is applied, e.g. monitoring, process control, emergency shutdown",Text,40,,,CFIHOS-50000134,loop application,Required by owner-operators,
CFIHOS-40000637,pump type,The pump type selected on a pump's specification sheet,Text,40,,,CFIHOS-50000135,pump type,Required by owner-operators,
