equipment class CFIHOS unique code,equipment class name,property CFIHOS unique code,property name,property relevant for equipment indicator,property relevant for model / part indicator,SI unit of measure CFIHOS unique code,SI unit of measure name,imperial unit of measure CFIHOS unique code,imperial unit of measure name
CFIHOS-30000403,conductivity cell,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000634,calibration range,Yes,,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000635,fault tolerance,Yes,,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000634,calibration range,Yes,,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000635,fault tolerance,Yes,,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000326,contactor,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000326,contactor,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000326,contactor,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000326,contactor,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000326,contactor,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000326,contactor,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000326,contactor,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000326,contactor,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000326,contactor,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000326,contactor,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000326,contactor,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000405,control box,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000405,control box,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000405,control box,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000405,control box,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000405,control box,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000405,control box,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000405,control box,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000405,control box,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000405,control box,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000405,control box,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000405,control box,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000022,control module,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000022,control module,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000022,control module,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000022,control module,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000022,control module,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000022,control module,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000022,control module,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000022,control module,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000022,control module,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000022,control module,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000022,control module,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000022,control module,CFIHOS-40000521,rated current,Yes,,CFIHOS-60001427,ampere,CFIHOS-60001427,ampere
CFIHOS-30000022,control module,CFIHOS-40000528,rated voltage,Yes,,CFIHOS-60001423,volt,CFIHOS-60001423,volt
CFIHOS-30000327,control panel,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000327,control panel,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000327,control panel,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000327,control panel,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000327,control panel,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000327,control panel,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000327,control panel,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000327,control panel,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000327,control panel,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000327,control panel,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000327,control panel,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000327,control panel,CFIHOS-40000528,rated voltage,Yes,,CFIHOS-60001423,volt,CFIHOS-60001423,volt
CFIHOS-30000676,control switch,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000638,control valve,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000666,controller,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000017,body material,Yes,,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000077,disc material,Yes,,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000594,handle reset,Yes,,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000586,inlet connection type,Yes,,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000517,orifice area,Yes,,CFIHOS-60001470,square millimetre,CFIHOS-60001447,square inch
CFIHOS-30000815,conventional relief valve,CFIHOS-40000587,outlet connection type,Yes,,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000591,pressure rating,Yes,,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000333,rated volume flow rate,Yes,,CFIHOS-60001463,cubic metre per hour,CFIHOS-60001422,US gallon per minute
CFIHOS-30000815,conventional relief valve,CFIHOS-40000592,seat leakage class,Yes,,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000595,seat material,Yes,,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000530,set pressure,Yes,,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000406,coriolis mass flow meter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000407,corrosion meter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000407,corrosion meter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000407,corrosion meter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000407,corrosion meter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000407,corrosion meter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000407,corrosion meter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000407,corrosion meter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000407,corrosion meter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000407,corrosion meter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000407,corrosion meter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000407,corrosion meter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000634,calibration range,Yes,,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000635,fault tolerance,Yes,,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000409,counter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000409,counter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000409,counter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000409,counter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000409,counter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000409,counter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000409,counter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000409,counter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000409,counter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000409,counter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000409,counter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000419,coupling,CFIHOS-40001248,coupling and exposed shaft guard material,Yes,,,,,
CFIHOS-30000419,coupling,CFIHOS-40001247,coupling guard specification,Yes,,,,,
CFIHOS-30000419,coupling,CFIHOS-40001243,coupling rating (power/100 rpm),Yes,,,,,
CFIHOS-30000419,coupling,CFIHOS-40001242,coupling size,Yes,,,,,
CFIHOS-30000419,coupling,CFIHOS-40000067,coupling type,Yes,,,,,
CFIHOS-30000419,coupling,CFIHOS-40000669,spacer length,Yes,,,,,
CFIHOS-30000597,crane,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000597,crane,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000597,crane,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000597,crane,CFIHOS-40000068,crane type,Yes,,,,,
CFIHOS-30000597,crane,CFIHOS-40000087,driver type,Yes,,,,,
CFIHOS-30000597,crane,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000597,crane,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000597,crane,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000597,crane,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000597,crane,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000597,crane,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000597,crane,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000597,crane,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000597,crane,CFIHOS-40000667,pedestal inside diameter,Yes,,,,,
CFIHOS-30000597,crane,CFIHOS-40000668,pedestal outside diameter,Yes,,,,,
CFIHOS-30000597,crane,CFIHOS-40000376,stack height,Yes,,,,,
CFIHOS-30000597,crane,CFIHOS-40000533,total weight,Yes,,,,,
CFIHOS-30000024,crane hook block,CFIHOS-40000665,offboard lift capacity,Yes,,,,,
CFIHOS-30000024,crane hook block,CFIHOS-40000664,onboard lift capacity,Yes,,,,,
CFIHOS-30000410,current to current converter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000410,current to current converter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000410,current to current converter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000410,current to current converter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000410,current to current converter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000410,current to current converter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000410,current to current converter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000410,current to current converter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000410,current to current converter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000410,current to current converter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000410,current to current converter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000410,current to current converter,CFIHOS-40000528,rated voltage,Yes,,,,,
CFIHOS-30000411,current to pressure converter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000411,current to pressure converter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000411,current to pressure converter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000411,current to pressure converter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000411,current to pressure converter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000411,current to pressure converter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000411,current to pressure converter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000411,current to pressure converter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000411,current to pressure converter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000411,current to pressure converter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000411,current to pressure converter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000412,current to voltage converter,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000412,current to voltage converter,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000412,current to voltage converter,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000412,current to voltage converter,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000412,current to voltage converter,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000412,current to voltage converter,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000412,current to voltage converter,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000412,current to voltage converter,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000412,current to voltage converter,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000412,current to voltage converter,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000412,current to voltage converter,CFIHOS-40000173,ingress protection,Yes,,,,,
CFIHOS-30000745,current transformer,CFIHOS-40000009,ATEX category,Yes,,,,,
CFIHOS-30000745,current transformer,CFIHOS-40000010,ATEX explosive atmosphere,Yes,,,,,
CFIHOS-30000745,current transformer,CFIHOS-40000011,ATEX group,Yes,,,,,
CFIHOS-30000745,current transformer,CFIHOS-40000108,explosion protection concept,Yes,,,,,
CFIHOS-30000745,current transformer,CFIHOS-40000109,explosion protection examination certificate number,Yes,,,,,
CFIHOS-30000745,current transformer,CFIHOS-40000110,explosion protection gas group,Yes,,,,,
CFIHOS-30000745,current transformer,CFIHOS-40000612,explosion protection material group,Yes,,,,,
CFIHOS-30000745,current transformer,CFIHOS-40000111,explosion protection notified body,Yes,,,,,
CFIHOS-30000745,current transformer,CFIHOS-40000112,explosion protection temperature class,Yes,,,,,
CFIHOS-30000745,current transformer,CFIHOS-40000113,explosion protection zone,Yes,,,,,
CFIHOS-30000745,current transformer,CFIHOS-40000173,ingress protection,Yes,,,,,
