CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,source standard code CFIHOS unique code,source standard code,source standard section,property name in source standard,property sequence number
CFIHOS-95000698,CFIHOS-30000521,centrifugal pump,CFIHOS-40000313,outlet flange size,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1386,Discharge size,
CFIHOS-95000699,CFIHOS-30000521,centrifugal pump,CFIHOS-40000790,particle concentration,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1263,Particulate concentration,
CFIHOS-95000700,CFIHOS-30000521,centrifugal pump,CFIHOS-40000789,particle size,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1798,Particulate size,
CFIHOS-95000701,CFIHOS-30000521,centrifugal pump,CFIHOS-40000829,pressure casing vent size,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1405,Pressure casing vent size,
CFIHOS-95000702,CFIHOS-30000521,centrifugal pump,CFIHOS-40001213,process wetted fasteners material,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1562,Process wetted fasteners material,
CFIHOS-95000703,CFIHOS-30000521,centrifugal pump,CFIHOS-40000811,proposal curve best efficiency point flow (at rated impeller diameter),CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1355,Proposal curve BEP flow (at rated impeller diameter),
CFIHOS-95000704,CFIHOS-30000521,centrifugal pump,CFIHOS-40001138,proposal for pump performance curve number,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1347,Proposal curve number,
CFIHOS-95000705,CFIHOS-30000521,centrifugal pump,CFIHOS-40001268,provision for mounting temperature probes only,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3358,Provision for mounting temperature probes only,
CFIHOS-95000706,CFIHOS-30000521,centrifugal pump,CFIHOS-40001232,pump baseplate mounting,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1523,Mounting,
CFIHOS-95000707,CFIHOS-30000521,centrifugal pump,CFIHOS-40001230,pump baseplate sized to accommodate seal piping systems,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3352,Sized to accommodate seal piping systems,
CFIHOS-95000708,CFIHOS-30000521,centrifugal pump,CFIHOS-40001231,pump baseplate type,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1519,Baseplate type,
CFIHOS-95000709,CFIHOS-30000521,centrifugal pump,CFIHOS-40000832,pump bowl maximum allowable working pressure,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1457,Bowl maximum allowable working pressure,
CFIHOS-95000710,CFIHOS-30000521,centrifugal pump,CFIHOS-40001141,pump casing type,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3219,Casing type,
CFIHOS-95000711,CFIHOS-30000521,centrifugal pump,CFIHOS-40000831,pump column maximum allowable working pressure,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1455,Column maximum allowable working pressure,
CFIHOS-95000712,CFIHOS-30000521,centrifugal pump,CFIHOS-40001186,pump construction material,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1531,Annex H class,
CFIHOS-95000713,CFIHOS-30000521,centrifugal pump,CFIHOS-40000830,pump discharge head maximum allowable working pressure,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1453,Head maximum allowable working pressure,
CFIHOS-95000714,CFIHOS-30000521,centrifugal pump,CFIHOS-40001221,pump impact test,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3208,Impact test as per,
CFIHOS-95000715,CFIHOS-30000521,centrifugal pump,CFIHOS-40000839,pump length (grade to underside of pump inlet bell or strainer dimension),CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3282,Pump length (grade to underside of pump inlet bell or strainer dimension),
CFIHOS-95000716,CFIHOS-30000521,centrifugal pump,CFIHOS-40001220,pump material inspection requirement,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1548,Material inspection requirements,
CFIHOS-95000717,CFIHOS-30000521,centrifugal pump,CFIHOS-40001236,pump mechanical seal primary plan,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1471,Mechanical seal primary plan,
CFIHOS-95000718,CFIHOS-30000521,centrifugal pump,CFIHOS-40001237,pump mechanical seal primary plan construction,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3341,Mechanical seal primary plan construction,
CFIHOS-95000719,CFIHOS-30000521,centrifugal pump,CFIHOS-40001238,pump mechanical seal secondary piping plan,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1476,Mechanical seal secondary plan,
CFIHOS-95000720,CFIHOS-30000521,centrifugal pump,CFIHOS-40001140,pump mounting method,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1378,Mounting,
CFIHOS-95000721,CFIHOS-30000521,centrifugal pump,CFIHOS-40001120,pump operation type,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1242,Pump operational mode,
CFIHOS-95000722,CFIHOS-30000521,centrifugal pump,CFIHOS-40001117,pump service type,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1238,Service type,
CFIHOS-95000723,CFIHOS-30000521,centrifugal pump,CFIHOS-40001116,pump size,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1234b,Pump model,
CFIHOS-95000724,CFIHOS-30000521,centrifugal pump,CFIHOS-40001121,pump start-up mode,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3337,Pump start-up mode,
CFIHOS-95000725,CFIHOS-30000521,centrifugal pump,CFIHOS-40000833,pump suction barrel or can maximum allowable working pressure,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1459,Suction barrel or can maximum allowable working pressure,
CFIHOS-95000726,CFIHOS-30000521,centrifugal pump,CFIHOS-40001168,pump thrust bearing location,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1637,Pump thrust bearing location,
CFIHOS-95000727,CFIHOS-30000521,centrifugal pump,CFIHOS-40000637,pump type,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1374,API pump type,
CFIHOS-95000728,CFIHOS-30000521,centrifugal pump,CFIHOS-40001158,purpose of insulation,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3362,Purpose of insulation,
CFIHOS-95000729,CFIHOS-30000521,centrifugal pump,CFIHOS-40001176,radial bearing type,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1493,Radial bearing type,
CFIHOS-95000730,CFIHOS-30000521,centrifugal pump,CFIHOS-40000800,rated discharge pressure,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3288,Discharge pressure rated,
CFIHOS-95000731,CFIHOS-30000521,centrifugal pump,CFIHOS-40000792,rated flow net positive suction head available,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1271,NPSHA rated,
CFIHOS-95000732,CFIHOS-30000521,centrifugal pump,CFIHOS-40000522,rated frequency,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3272,Driver frequency,
CFIHOS-95000733,CFIHOS-30000521,centrifugal pump,CFIHOS-40000522,rated frequency,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3273,Heating frequency,
CFIHOS-95000734,CFIHOS-30000521,centrifugal pump,CFIHOS-40000808,rated hydraulic power,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3191,Hydraulic power,
CFIHOS-95000735,CFIHOS-30000521,centrifugal pump,CFIHOS-40000604,rated input voltage,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3266,Drivers voltage,
CFIHOS-95000736,CFIHOS-30000521,centrifugal pump,CFIHOS-40000604,rated input voltage,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3267,Heating voltage,
CFIHOS-95000737,CFIHOS-30000521,centrifugal pump,CFIHOS-40000806,rated operating differential head pressure,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3186,Differential head rated,
CFIHOS-95000738,CFIHOS-30000521,centrifugal pump,CFIHOS-40000804,rated operating differential pressure,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3181,Differential pressure rated,
CFIHOS-95000739,CFIHOS-30000521,centrifugal pump,CFIHOS-40000802,rated operating suction pressure,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3292,Suction pressure rated,
CFIHOS-95000740,CFIHOS-30000521,centrifugal pump,CFIHOS-40000798,rated operating temperature,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3285,Pumping temperature rated,
CFIHOS-95000741,CFIHOS-30000521,centrifugal pump,CFIHOS-40000523,rated output power,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1353,Rated power,
CFIHOS-95000742,CFIHOS-30000521,centrifugal pump,CFIHOS-40000780,rated relative density,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1251,Relative density rated,
CFIHOS-95000743,CFIHOS-30000521,centrifugal pump,CFIHOS-40000332,rated speed,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1352,Rated speed,
CFIHOS-95000744,CFIHOS-30000521,centrifugal pump,CFIHOS-40000333,rated volume flow rate,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1266,Flow rated,
CFIHOS-95000745,CFIHOS-30000521,centrifugal pump,CFIHOS-40001187,reduced-hardness materials,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1533,Reduced-hardness materials,
CFIHOS-95000746,CFIHOS-30000521,centrifugal pump,CFIHOS-40001228,repair and heat treatment records,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1779,Repair and heat treatment records,
CFIHOS-95000747,CFIHOS-30000521,centrifugal pump,CFIHOS-40001178,review and acceptance of thrust bearing size,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1494,Review and acceptance of thrust bearing size,
CFIHOS-95000748,CFIHOS-30000521,centrifugal pump,CFIHOS-40001179,rolling element bearing life calculations,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1775,Rolling element bearing life calculations,
CFIHOS-95000749,CFIHOS-30000521,centrifugal pump,CFIHOS-40001211,shaft enclosing tube material,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1560,Shaft enclosing tube material,
CFIHOS-95000750,CFIHOS-30000521,centrifugal pump,CFIHOS-40001165,shaft flexibility index,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3222,Shaft flexibility index (OH2 pumps only),
CFIHOS-95000751,CFIHOS-30000521,centrifugal pump,CFIHOS-40001164,shaft flexibility index reported by vendor,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3221,Shaft flexibility index reported by vendor,
CFIHOS-95000752,CFIHOS-30000521,centrifugal pump,CFIHOS-40001200,shaft material,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3226,Shaft material,
CFIHOS-95000753,CFIHOS-30000521,centrifugal pump,CFIHOS-40001167,shrink fit limited movement impellers,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3223,Shrink fit limited movement impellers,
CFIHOS-95000754,CFIHOS-30000521,centrifugal pump,CFIHOS-40001189,special coating requirement for impellers and other wetted parts,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1535,Special coating for impellers and other wetted parts,
CFIHOS-95000755,CFIHOS-30000521,centrifugal pump,CFIHOS-40001126,special weather protection,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3257,Special weather protection,
CFIHOS-95000756,CFIHOS-30000521,centrifugal pump,CFIHOS-40001139,specific pump speed,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1368,Specific speed,
CFIHOS-95000757,CFIHOS-30000521,centrifugal pump,CFIHOS-40000824,specific pump suction-specific speed,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1369,Suction-specific speed,
CFIHOS-95000758,CFIHOS-30000521,centrifugal pump,CFIHOS-40001233,"stainless steel plate, thickness 0.2 in. (5 mm) minimum, under all pump feet",CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1525,"Stainless steel plate, thickness 0.2 in. (5 mm) minimum, under all pump feet",
CFIHOS-95000759,CFIHOS-30000521,centrifugal pump,CFIHOS-40000816,start of allowable operating flow region,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1359,Start of allowable operating region,
CFIHOS-95000760,CFIHOS-30000521,centrifugal pump,CFIHOS-40000814,start of operating flow region,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1358,Start of preferred operating region,
CFIHOS-95000761,CFIHOS-30000521,centrifugal pump,CFIHOS-40001209,strainer material,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1557,Strainer material,
CFIHOS-95000762,CFIHOS-30000521,centrifugal pump,CFIHOS-40001169,strainer type,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1661,Suction strainer type,
CFIHOS-95000763,CFIHOS-30000521,centrifugal pump,CFIHOS-40001202,suction barrel/can material,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1550,Suction barrel/can material,
CFIHOS-95000764,CFIHOS-30000521,centrifugal pump,CFIHOS-40001145,suction nozzle position,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1382,Suction position,
CFIHOS-95000765,CFIHOS-30000521,centrifugal pump,CFIHOS-40000837,sump diameter,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3281,Sump diameter,
CFIHOS-95000766,CFIHOS-30000521,centrifugal pump,CFIHOS-40000836,sump floor elevation,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3283,Sump floor elevation,
CFIHOS-95000767,CFIHOS-30000521,centrifugal pump,CFIHOS-40001269,temperature gauges requirements,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3206,Temperature gauges (with thermowells),
CFIHOS-95000768,CFIHOS-30000521,centrifugal pump,CFIHOS-40001267,temperature probe mounting location,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1729,Temperature probes mounting location,
CFIHOS-95000769,CFIHOS-30000521,centrifugal pump,CFIHOS-40001266,temperature probe requirement,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1733,Temperature probes,
CFIHOS-95000770,CFIHOS-30000521,centrifugal pump,CFIHOS-40001155,thread specification,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1440,Pipe threads specification,
CFIHOS-95000771,CFIHOS-30000521,centrifugal pump,CFIHOS-40001259,threaded provision for mounting accelerometers only,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1724,Threaded provision for mounting accelerometers only,
CFIHOS-95000772,CFIHOS-30000521,centrifugal pump,CFIHOS-40001263,threaded provision for mounting vibration probe only,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1725,Threaded provision for mounting vibration probe only,
CFIHOS-95000773,CFIHOS-30000521,centrifugal pump,CFIHOS-40001177,thrust bearing type,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1492,Thrust type bearing,
CFIHOS-95000774,CFIHOS-30000521,centrifugal pump,CFIHOS-40000788,total dissolved salts,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3204,Total dissolved salts,
CFIHOS-95000775,CFIHOS-30000521,centrifugal pump,CFIHOS-40000533,total weight,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3324,Total package estimated mass,
CFIHOS-95000776,CFIHOS-30000521,centrifugal pump,CFIHOS-40001170,type of level control,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1662,Level control by,
CFIHOS-95000777,CFIHOS-30000521,centrifugal pump,CFIHOS-40001127,unusual service conditions,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3264,Unusual conditions,
CFIHOS-95000778,CFIHOS-30000521,centrifugal pump,CFIHOS-40000825,upper limit allowable sound pressure level,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1370,Maximum allowable sound pressure level,
CFIHOS-95000779,CFIHOS-30000521,centrifugal pump,CFIHOS-40000773,upper limit design cooling water inlet pressure,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1331,Cooling water maximum inlet pressure,
CFIHOS-95000780,CFIHOS-30000521,centrifugal pump,CFIHOS-40000772,upper limit design cooling water inlet temperature,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1330,Cooling water design temperature,
CFIHOS-95000781,CFIHOS-30000521,centrifugal pump,CFIHOS-40000774,upper limit design cooling water pressure,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1333,Cooling water design pressure,
CFIHOS-95000782,CFIHOS-30000521,centrifugal pump,CFIHOS-40000809,upper limit diameter,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1350,Impeller diameter maximum,
CFIHOS-95000783,CFIHOS-30000521,centrifugal pump,CFIHOS-40000844,upper limit dynamic sealing pressure,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1483,Dynamic sealing pressure maximum,
CFIHOS-95000784,CFIHOS-30000521,centrifugal pump,CFIHOS-40000794,upper limit flow net positive suction head available,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1273,NPSHA maximum,
CFIHOS-95000785,CFIHOS-30000521,centrifugal pump,CFIHOS-40000818,upper limit head at rated impeller,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1362,Maximum head at rated impeller,
CFIHOS-95000786,CFIHOS-30000521,centrifugal pump,CFIHOS-40000781,upper limit liquid density,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1252,Relative density maximum,
CFIHOS-95000787,CFIHOS-30000521,centrifugal pump,CFIHOS-40000771,upper limit operating cooling water inlet temperature,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1328,Cooling water maximum inlet temperature,
CFIHOS-95000788,CFIHOS-30000521,centrifugal pump,CFIHOS-40000462,upper limit operating discharge pressure,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3363,Discharge pressure maximum,
CFIHOS-95000789,CFIHOS-30000521,centrifugal pump,CFIHOS-40000770,upper limit operating heating steam pressure,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1344,Heating steam maximum pressure,
CFIHOS-95000790,CFIHOS-30000521,centrifugal pump,CFIHOS-40000768,upper limit operating heating steam temperature,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1343,Heating steam maximum temperature,
CFIHOS-95000791,CFIHOS-30000521,centrifugal pump,CFIHOS-40000786,upper limit operating liquid dynamic viscosity,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1258,Viscosity maximum,
CFIHOS-95000792,CFIHOS-30000521,centrifugal pump,CFIHOS-40000537,upper limit operating pressure,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3246,Case pressure rating maximum allowable working pressure,
CFIHOS-95000793,CFIHOS-30000521,centrifugal pump,CFIHOS-40000476,upper limit operating suction pressure,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3294,Suction pressure maximum,
CFIHOS-95000794,CFIHOS-30000521,centrifugal pump,CFIHOS-40000538,upper limit operating temperature,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1447,Case pressure rating maximum allowable working temperature,
CFIHOS-95000795,CFIHOS-30000521,centrifugal pump,CFIHOS-40000538,upper limit operating temperature,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3287,Pumping temperature maximum,
CFIHOS-95000796,CFIHOS-30000521,centrifugal pump,CFIHOS-40000577,upper limit operating volume flow rate,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1268,Flow maximum,
CFIHOS-95000797,CFIHOS-30000521,centrifugal pump,CFIHOS-40000819,upper limit power at rated impeller,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1363,Maximum power at rated impeller,
CFIHOS-95000798,CFIHOS-30000521,centrifugal pump,CFIHOS-40000738,upper limit relative humidity,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3262,Maximum relative humidity,
CFIHOS-95000799,CFIHOS-30000521,centrifugal pump,CFIHOS-40000846,upper limit seal design temperature,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1485,Seal design temperature maximum,
CFIHOS-95000800,CFIHOS-30000521,centrifugal pump,CFIHOS-40000764,upper limit site ambient temperature,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3260,Maximum ambient temperature,
CFIHOS-95000801,CFIHOS-30000521,centrifugal pump,CFIHOS-40000826,upper limit sound power level,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1371,Maximum allowable sound power level,
CFIHOS-95000802,CFIHOS-30000521,centrifugal pump,CFIHOS-40001398,upper limit specific heat,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1255,Specific heat maximum,
CFIHOS-95000803,CFIHOS-30000521,centrifugal pump,CFIHOS-40000842,upper limit static sealing pressure,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1481,Static sealing pressure maximum,
CFIHOS-95000804,CFIHOS-30000521,centrifugal pump,CFIHOS-40000778,upper limit vapour pressure,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1246,Vapor pressure maximum,
CFIHOS-95000805,CFIHOS-30000521,centrifugal pump,CFIHOS-40001152,vent valve supplied by,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1436,Vent valve supplied by,
CFIHOS-95000806,CFIHOS-30000521,centrifugal pump,CFIHOS-40001262,vibration probes mounting location,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1726,Vibration probes mounting location,
CFIHOS-95000807,CFIHOS-30000521,centrifugal pump,CFIHOS-40001261,vibration probes requirement,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1730,Vibration probes,
CFIHOS-95000808,CFIHOS-30000521,centrifugal pump,CFIHOS-40001153,warm-up or cool-down line for instantaneous start up,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-3284,Pump warm-up or cooldown line,
CFIHOS-95000809,CFIHOS-30000521,centrifugal pump,CFIHOS-40001199,wear parts hardnesses,CFIHOS-90000061,IOGP S-615:2019,S615-DSE-1546,Wear parts hardnesses,
CFIHOS-95000810,CFIHOS-30000494,christmas tree,CFIHOS-40001033,HXT lower crown plug model,CFIHOS-90000241,IOGP S-561:2023,S561-DSE-125(a),HXT lower crown plug model,
CFIHOS-95000811,CFIHOS-30000494,christmas tree,CFIHOS-40000744,HXT lower crown plug pressure rating,CFIHOS-90000241,IOGP S-561:2023,S561-DSE-125(d),HXT lower crown plug pressure rating,
