source standard document and data requirement CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,asset type reference,source standard CFIHOS unique code,source standard code,document type CFIHOS unique code,document type name
CFIHOS-68002008,CFIHOS-30001020,long-stroke pumpjack,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68002009,CFIHOS-30001020,long-stroke pumpjack,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000228,operating manual
CFIHOS-68002010,CFIHOS-30001023,pin-actuated pressure relief valve,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68002011,CFIHOS-30001023,pin-actuated pressure relief valve,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000228,operating manual
CFIHOS-68002012,CFIHOS-30001014,pinch control valve,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68002013,CFIHOS-30001014,pinch control valve,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000228,operating manual
CFIHOS-68002014,CFIHOS-30001021,pinch valve,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68002015,CFIHOS-30001021,pinch valve,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000228,operating manual
CFIHOS-68002016,CFIHOS-30001024,plate fin heat exchanger,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68002017,CFIHOS-30001024,plate fin heat exchanger,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000228,operating manual
CFIHOS-68002018,CFIHOS-30001025,pneumatic conveyor,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68002019,CFIHOS-30001025,pneumatic conveyor,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000228,operating manual
CFIHOS-68002020,CFIHOS-30001025,pneumatic conveyor,Equipment,CFIHOS-90000177,CFIHOS,CFIHOS-70000079,regulatory compliance certificate
CFIHOS-68002021,CFIHOS-30001025,pneumatic conveyor,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000153,general arrangement diagram
CFIHOS-68002022,CFIHOS-30001011,pumpjack,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68002023,CFIHOS-30001011,pumpjack,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000228,operating manual
CFIHOS-68002024,CFIHOS-30001013,rescue boat,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68002025,CFIHOS-30001027,silo,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68002026,CFIHOS-30001029,tote tank,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68002027,CFIHOS-30001029,tote tank,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000228,operating manual
CFIHOS-68002028,CFIHOS-30001029,tote tank,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000153,general arrangement diagram
CFIHOS-68002029,CFIHOS-30001029,tote tank,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000408,welding procedure specification
CFIHOS-68002030,CFIHOS-30001030,trip and throttle valve,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68002031,CFIHOS-30001030,trip and throttle valve,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000228,operating manual
CFIHOS-68002032,CFIHOS-30001031,underground storage tank,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68002033,CFIHOS-30001031,underground storage tank,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000228,operating manual
CFIHOS-68002034,CFIHOS-30001031,underground storage tank,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000153,general arrangement diagram
CFIHOS-68002035,CFIHOS-30001031,underground storage tank,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000408,welding procedure specification
CFIHOS-68002036,CFIHOS-30001032,vacuum pump,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68002037,CFIHOS-30001032,vacuum pump,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000228,operating manual
CFIHOS-68002038,CFIHOS-30001033,vibrating conveyor,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68002039,CFIHOS-30001033,vibrating conveyor,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000228,operating manual
CFIHOS-68002040,CFIHOS-30001033,vibrating conveyor,Equipment,CFIHOS-90000177,CFIHOS,CFIHOS-70000079,regulatory compliance certificate
CFIHOS-68002041,CFIHOS-30001033,vibrating conveyor,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000153,general arrangement diagram
CFIHOS-68002042,CFIHOS-30001035,wind turbine,Model_Part,CFIHOS-90000177,CFIHOS,CFIHOS-70000374,spare part list
CFIHOS-68002043,CFIHOS-30001035,wind turbine,Tag,CFIHOS-90000177,CFIHOS,CFIHOS-70000228,operating manual
