CFIHOS unique code,coding source code,CFIHOS code equivalent value
CFIHOS-60002524,POSC CAESAR,RDS434654
CFIHOS-60002525,POSC CAESAR,RDS435419
CFIHOS-60002526,POSC CAESAR,RDS444689
CFIHOS-60002527,POSC CAESAR,RDS444644
CFIHOS-60002530,POSC CAESAR,RDS433304
CFIHOS-60002531,POSC CAESAR,RDS813014
CFIHOS-60002532,POSC CAESAR,RDS815084
CFIHOS-60002533,ISO 15926 part4,8847
CFIHOS-60002533,POSC CAESAR,RDS407884761
CFIHOS-60002534,POSC CAESAR,RDS815579
CFIHOS-60002535,POSC CAESAR,RDS413215851
CFIHOS-60002536,POSC CAESAR,RDS816389
CFIHOS-60002537,POSC CAESAR,RDS427266821
CFIHOS-60002564,POSC CAESAR,RDS414044
CFIHOS-60002566,POSC CAESAR,RDS458009
CFIHOS-60002568,POSC CAESAR,RDS303029
CFIHOS-68000500,POSC CAESAR,RDS2228003
CFIHOS-68000501,POSC CAESAR,RDS2228005
CFIHOS-68000502,POSC CAESAR,RDS2228006
CFIHOS-68000503,POSC CAESAR,RDS2228007
CFIHOS-68000504,POSC CAESAR,RDS2228008
CFIHOS-70000004,POSC CAESAR,RDS2224620
CFIHOS-70000005,POSC CAESAR,RDS2225822
CFIHOS-70000007,POSC CAESAR,RDS2225122
CFIHOS-70000009,POSC CAESAR,RDS2224659
CFIHOS-70000010,POSC CAESAR,RDS2225823
CFIHOS-70000011,POSC CAESAR,RDS2225123
CFIHOS-70000012,POSC CAESAR,RDS1318007331
CFIHOS-70000013,POSC CAESAR,RDS2228068
CFIHOS-70000014,POSC CAESAR,RDS332729
CFIHOS-70000015,POSC CAESAR,RDS2228065
CFIHOS-70000017,POSC CAESAR,RDS7506802
CFIHOS-70000018,POSC CAESAR,RDS2225154
CFIHOS-70000019,POSC CAESAR,RDS2225155
CFIHOS-70000021,POSC CAESAR,RDS2225824
CFIHOS-70000022,POSC CAESAR,RDS2225156
CFIHOS-70000023,POSC CAESAR,RDS2225148
CFIHOS-70000024,POSC CAESAR,RDS330434
CFIHOS-70000025,POSC CAESAR,RDS2225825
CFIHOS-70000026,POSC CAESAR,RDS2224631
CFIHOS-70000027,POSC CAESAR,RDS2224657
CFIHOS-70000028,POSC CAESAR,RDS2225124
CFIHOS-70000029,POSC CAESAR,RDS2225125
CFIHOS-70000030,POSC CAESAR,RDS2225827
CFIHOS-70000033,POSC CAESAR,RDS222245
CFIHOS-70000034,POSC CAESAR,RDS2228050
CFIHOS-70000037,POSC CAESAR,RDS2225828
CFIHOS-70000039,POSC CAESAR,RDS2228084
CFIHOS-70000042,POSC CAESAR,RDS2225184
CFIHOS-70000043,POSC CAESAR,RDS2225967
CFIHOS-70000044,POSC CAESAR,RDS2225153
CFIHOS-70000048,POSC CAESAR,RDS2225954
CFIHOS-70000051,POSC CAESAR,RDS2225185
CFIHOS-70000055,POSC CAESAR,RDS2228086
CFIHOS-70000057,POSC CAESAR,RDS2224616
CFIHOS-70000060,POSC CAESAR,RDS2224646
CFIHOS-70000062,POSC CAESAR,RDS2224632
CFIHOS-70000063,POSC CAESAR,RDS2229880
CFIHOS-70000064,POSC CAESAR,RDS2225839
CFIHOS-70000066,POSC CAESAR,RDS2228090
CFIHOS-70000070,POSC CAESAR,RDS2225840
CFIHOS-70000071,POSC CAESAR,RDS2225085
CFIHOS-70000072,POSC CAESAR,RDS2225841
CFIHOS-70000074,POSC CAESAR,RDS2225158
CFIHOS-70000076,POSC CAESAR,RDS2225187
CFIHOS-70000077,POSC CAESAR,RDS2225843
CFIHOS-70000078,POSC CAESAR,RDS333854
CFIHOS-70000079,POSC CAESAR,RDS2228069
CFIHOS-70000081,POSC CAESAR,RDS2225953
CFIHOS-70000082,POSC CAESAR,RDS2225087
CFIHOS-70000083,POSC CAESAR,RDS11708918
CFIHOS-70000084,POSC CAESAR,RDS2224623
CFIHOS-70000085,POSC CAESAR,RDS2224633
CFIHOS-70000086,POSC CAESAR,RDS2224655
CFIHOS-70000087,POSC CAESAR,RDS2225845
CFIHOS-70000088,POSC CAESAR,RDS2224634
CFIHOS-70000089,POSC CAESAR,RDS2225847
CFIHOS-70000091,POSC CAESAR,RDS2225849
CFIHOS-70000092,POSC CAESAR,RDS2225850
CFIHOS-70000094,POSC CAESAR,RDS2224654
CFIHOS-70000096,POSC CAESAR,RDS2225149
CFIHOS-70000097,POSC CAESAR,RDS2225940
CFIHOS-70000098,POSC CAESAR,RDS2225189
CFIHOS-70000099,POSC CAESAR,RDS2225969
CFIHOS-70000100,POSC CAESAR,RDS2225941
CFIHOS-70000102,POSC CAESAR,RDS2228095
CFIHOS-70000103,POSC CAESAR,RDS2224660
CFIHOS-70000105,POSC CAESAR,RDS2225096
CFIHOS-70000106,POSC CAESAR,RDS2224627
CFIHOS-70000108,POSC CAESAR,RDS2228067
CFIHOS-70000109,POSC CAESAR,RDS2224647
CFIHOS-70000111,POSC CAESAR,RDS2224634
CFIHOS-70000112,POSC CAESAR,RDS2224635
CFIHOS-70000113,POSC CAESAR,RDS2225856
CFIHOS-70000115,POSC CAESAR,RDS2224636
CFIHOS-70000116,POSC CAESAR,RDS2225097
CFIHOS-70000117,POSC CAESAR,RDS222335
CFIHOS-70000118,POSC CAESAR,RDS7952620
CFIHOS-70000119,POSC CAESAR,RDS2225098
CFIHOS-70000122,POSC CAESAR,RDS2224661
CFIHOS-70000126,POSC CAESAR,RDS333944
CFIHOS-70000127,POSC CAESAR,RDS2224637
CFIHOS-70000129,POSC CAESAR,RDS2225862
CFIHOS-70000130,POSC CAESAR,RDS2224638
CFIHOS-70000132,POSC CAESAR,RDS2224648
CFIHOS-70000134,POSC CAESAR,RDS2225865
CFIHOS-70000135,POSC CAESAR,RDS2224618
CFIHOS-70000136,POSC CAESAR,RDS2225161
CFIHOS-70000137,POSC CAESAR,RDS2225866
CFIHOS-70000138,POSC CAESAR,RDS2228054
CFIHOS-70000140,POSC CAESAR,RDS2225868
CFIHOS-70000141,POSC CAESAR,RDS2225867
CFIHOS-70000145,POSC CAESAR,RDS2225869
CFIHOS-70000147,POSC CAESAR,RDS2224628
CFIHOS-70000148,POSC CAESAR,RDS2225102
CFIHOS-70000151,POSC CAESAR,RDS2225104
CFIHOS-70000153,POSC CAESAR,RDS7506740
CFIHOS-70000154,POSC CAESAR,RDS2225193
CFIHOS-70000155,POSC CAESAR,RDS2225871
CFIHOS-70000156,POSC CAESAR,RDS2225870
CFIHOS-70000158,POSC CAESAR,RDS333674
CFIHOS-70000159,POSC CAESAR,RDS2225970
CFIHOS-70000160,POSC CAESAR,RDS2228070
CFIHOS-70000162,POSC CAESAR,RDS2225105
CFIHOS-70000164,POSC CAESAR,RDS2225873
CFIHOS-70000166,POSC CAESAR,RDS2228076
CFIHOS-70000167,POSC CAESAR,RDS2228094
CFIHOS-70000168,POSC CAESAR,RDS2228096
CFIHOS-70000169,POSC CAESAR,RDS2228057
CFIHOS-70000170,POSC CAESAR,RDS2228097
CFIHOS-70000171,POSC CAESAR,RDS2225874
CFIHOS-70000172,POSC CAESAR,RDS2225875
CFIHOS-70000173,POSC CAESAR,RDS2225876
CFIHOS-70000174,POSC CAESAR,RDS2225877
CFIHOS-70000175,POSC CAESAR,RDS2225878
CFIHOS-70000176,POSC CAESAR,RDS2225879
CFIHOS-70000177,POSC CAESAR,RDS2225880
CFIHOS-70000178,POSC CAESAR,RDS2228074
CFIHOS-70000179,POSC CAESAR,RDS2225130
CFIHOS-70000180,POSC CAESAR,RDS2225165
CFIHOS-70000181,POSC CAESAR,RDS2225141
CFIHOS-70000182,POSC CAESAR,RDS2225106
CFIHOS-70000186,POSC CAESAR,RDS331244
CFIHOS-70000188,POSC CAESAR,RDS2225166
CFIHOS-70000189,POSC CAESAR,RDS2225194
CFIHOS-70000190,POSC CAESAR,RDS2225971
CFIHOS-70000191,POSC CAESAR,RDS2225958
CFIHOS-70000192,POSC CAESAR,RDS2225882
CFIHOS-70000193,POSC CAESAR,RDS331559
CFIHOS-70000196,POSC CAESAR,RDS331199
CFIHOS-70000197,POSC CAESAR,RDS2224639
CFIHOS-70000199,POSC CAESAR,RDS2225884
CFIHOS-70000200,POSC CAESAR,RDS2224624
CFIHOS-70000203,POSC CAESAR,RDS222244
CFIHOS-70000204,POSC CAESAR,RDS2225885
CFIHOS-70000205,POSC CAESAR,RDS331469
CFIHOS-70000206,POSC CAESAR,RDS2225142
CFIHOS-70000208,POSC CAESAR,RDS2225119
CFIHOS-70000211,POSC CAESAR,RDS2228079
CFIHOS-70000212,POSC CAESAR,RDS2228099
CFIHOS-70000215,POSC CAESAR,RDS2224640
CFIHOS-70000217,POSC CAESAR,RDS2225891
CFIHOS-70000218,POSC CAESAR,RDS2225892
CFIHOS-70000219,POSC CAESAR,RDS2225893
CFIHOS-70000220,POSC CAESAR,RDS2225894
CFIHOS-70000221,POSC CAESAR,RDS2225895
CFIHOS-70000222,POSC CAESAR,RDS2225896
CFIHOS-70000223,POSC CAESAR,RDS2225897
CFIHOS-70000226,POSC CAESAR,RDS2225898
CFIHOS-70000227,POSC CAESAR,RDS2225197
CFIHOS-70000228,POSC CAESAR,RDS2225143
CFIHOS-70000230,POSC CAESAR,RDS2224641
CFIHOS-70000231,POSC CAESAR,RDS331694
CFIHOS-70000232,POSC CAESAR,RDS2227320
CFIHOS-70000233,POSC CAESAR,RDS2227321
CFIHOS-70000234,POSC CAESAR,RDS2227322
CFIHOS-70000237,POSC CAESAR,RDS339299
CFIHOS-70000238,POSC CAESAR,RDS9690677
CFIHOS-70000239,POSC CAESAR,RDS331829
CFIHOS-70000243,POSC CAESAR,RDS11708198
CFIHOS-70000244,POSC CAESAR,RDS222341
CFIHOS-70000245,POSC CAESAR,RDS2227330
CFIHOS-70000247,POSC CAESAR,RDS7950100
CFIHOS-70000248,POSC CAESAR,RDS1012190851
CFIHOS-70000249,POSC CAESAR,RDS2227564
CFIHOS-70000251,POSC CAESAR,RDS2224662
CFIHOS-70000253,POSC CAESAR,RDS2227323
CFIHOS-70000255,POSC CAESAR,RDS7952931
CFIHOS-70000256,POSC CAESAR,RDS7949582
CFIHOS-70000257,POSC CAESAR,RDS11704013
CFIHOS-70000258,POSC CAESAR,RDS2227560
CFIHOS-70000259,POSC CAESAR,RDS337454
CFIHOS-70000260,POSC CAESAR,RDS2227324
CFIHOS-70000261,POSC CAESAR,RDS2227337
CFIHOS-70000262,POSC CAESAR,RDS222246
CFIHOS-70000264,POSC CAESAR,RDS222262
CFIHOS-70000265,POSC CAESAR,RDS7951925
CFIHOS-70000267,POSC CAESAR,RDS2227326
CFIHOS-70000268,POSC CAESAR,RDS2221147
CFIHOS-70000269,POSC CAESAR,RDS2225131
CFIHOS-70000271,POSC CAESAR,RDS2225107
CFIHOS-70000272,POSC CAESAR,RDS2225946
CFIHOS-70000273,POSC CAESAR,RDS2225171
CFIHOS-70000274,POSC CAESAR,RDS2225901
CFIHOS-70000275,POSC CAESAR,RDS2225902
CFIHOS-70000276,POSC CAESAR,RDS2225108
CFIHOS-70000277,POSC CAESAR,RDS2225109
CFIHOS-70000278,POSC CAESAR,RDS334124
CFIHOS-70000280,POSC CAESAR,RDS2224625
CFIHOS-70000283,POSC CAESAR,RDS2225904
CFIHOS-70000284,POSC CAESAR,RDS2224630
CFIHOS-70000286,POSC CAESAR,RDS2225811
CFIHOS-70000287,POSC CAESAR,RDS2225905
CFIHOS-70000289,POSC CAESAR,RDS2225151
CFIHOS-70000290,POSC CAESAR,RDS2225906
CFIHOS-70000292,POSC CAESAR,RDS329894
CFIHOS-70000293,POSC CAESAR,RDS331109
CFIHOS-70000295,POSC CAESAR,RDS2225081
CFIHOS-70000298,POSC CAESAR,RDS2224649
CFIHOS-70000299,POSC CAESAR,RDS2225965
CFIHOS-70000300,POSC CAESAR,RDS337499
CFIHOS-70000302,POSC CAESAR,RDS2225174
CFIHOS-70000303,POSC CAESAR,RDS2225175
CFIHOS-70000305,POSC CAESAR,RDS2225936
CFIHOS-70000309,POSC CAESAR,RDS2225176
CFIHOS-70000310,POSC CAESAR,RDS2225110
CFIHOS-70000312,POSC CAESAR,RDS2228059
CFIHOS-70000313,POSC CAESAR,RDS2228060
CFIHOS-70000315,POSC CAESAR,RDS2225911
CFIHOS-70000317,POSC CAESAR,RDS2224651
CFIHOS-70000318,POSC CAESAR,RDS2225912
CFIHOS-70000319,POSC CAESAR,RDS2224650
CFIHOS-70000320,POSC CAESAR,RDS2224642
CFIHOS-70000321,POSC CAESAR,RDS2225111
CFIHOS-70000322,POSC CAESAR,RDS2225914
CFIHOS-70000323,POSC CAESAR,RDS2225150
CFIHOS-70000324,POSC CAESAR,RDS2224643
CFIHOS-70000325,POSC CAESAR,RDS2228082
CFIHOS-70000327,POSC CAESAR,RDS2225112
CFIHOS-70000328,POSC CAESAR,RDS7952620
CFIHOS-70000330,POSC CAESAR,RDS2224617
CFIHOS-70000331,POSC CAESAR,RDS2225092
CFIHOS-70000333,POSC CAESAR,RDS2225937
CFIHOS-70000334,POSC CAESAR,RDS2224645
CFIHOS-70000335,POSC CAESAR,RDS2228056
CFIHOS-70000337,POSC CAESAR,RDS2225137
CFIHOS-70000338,POSC CAESAR,RDS2225146
CFIHOS-70000339,POSC CAESAR,RDS2225170
CFIHOS-70000340,POSC CAESAR,RDS2225925
CFIHOS-70000342,POSC CAESAR,RDS2225117
CFIHOS-70000343,POSC CAESAR,RDS2225118
CFIHOS-70000346,POSC CAESAR,RDS2224621
CFIHOS-70000347,POSC CAESAR,RDS11709863
CFIHOS-70000349,POSC CAESAR,RDS2225960
CFIHOS-70000351,POSC CAESAR,RDS2225929
CFIHOS-70000352,POSC CAESAR,RDS2225930
CFIHOS-70000353,POSC CAESAR,RDS2225963
CFIHOS-70000354,POSC CAESAR,RDS2225178
CFIHOS-70000357,POSC CAESAR,RDS2228063
CFIHOS-70000358,POSC CAESAR,RDS2224658
CFIHOS-70000359,POSC CAESAR,RDS2225931
CFIHOS-70000360,POSC CAESAR,RDS2225147
CFIHOS-70000362,POSC CAESAR,RDS2225093
CFIHOS-70000363,POSC CAESAR,RDS2224629
CFIHOS-70000365,POSC CAESAR,RDS2225179
CFIHOS-70000366,POSC CAESAR,RDS2225956
CFIHOS-70000367,POSC CAESAR,RDS2225091
CFIHOS-70000368,POSC CAESAR,RDS2225917
CFIHOS-70000369,POSC CAESAR,RDS2224656
CFIHOS-70000370,POSC CAESAR,RDS2224652
CFIHOS-70000371,POSC CAESAR,RDS345959
CFIHOS-70000372,POSC CAESAR,RDS2225918
CFIHOS-70000373,POSC CAESAR,RDS335789
CFIHOS-70000374,POSC CAESAR,RDS2225132
CFIHOS-70000375,POSC CAESAR,RDS2224644
CFIHOS-70000376,POSC CAESAR,RDS2224653
CFIHOS-70000377,POSC CAESAR,RDS2225113
CFIHOS-70000378,POSC CAESAR,RDS2228062
CFIHOS-70000379,POSC CAESAR,RDS2225114
CFIHOS-70000382,POSC CAESAR,RDS2225115
CFIHOS-70000384,POSC CAESAR,RDS2225813
CFIHOS-70000386,POSC CAESAR,RDS2224626
CFIHOS-70000388,POSC CAESAR,RDS2225922
CFIHOS-70000389,POSC CAESAR,RDS2225962
CFIHOS-70000390,POSC CAESAR,RDS2225152
CFIHOS-70000392,POSC CAESAR,RDS2225923
CFIHOS-70000394,POSC CAESAR,RDS222358
CFIHOS-70000395,POSC CAESAR,RDS222359
CFIHOS-70000399,POSC CAESAR,RDS222282
CFIHOS-70000401,POSC CAESAR,RDS332234
CFIHOS-70000403,POSC CAESAR,RDS222328
CFIHOS-70000404,POSC CAESAR,RDS11704418
CFIHOS-70000405,POSC CAESAR,RDS2225948
CFIHOS-70000406,POSC CAESAR,RDS332864
CFIHOS-70000407,POSC CAESAR,RDS11703743
CFIHOS-70000408,POSC CAESAR,RDS2225952
CFIHOS-70000409,POSC CAESAR,RDS331514
CFIHOS-70000410,POSC CAESAR,RDS2227331
CFIHOS-70000411,POSC CAESAR,RDS2224619
CFIHOS-70000412,POSC CAESAR,RDS7507037
CFIHOS-70000413,POSC CAESAR,RDS2224615
CFIHOS-70000414,POSC CAESAR,RDS2227327
CFIHOS-70000415,POSC CAESAR,RDS2227328
CFIHOS-70000416,POSC CAESAR,RDS2227329
CFIHOS-70000417,POSC CAESAR,RDS2228075
CFIHOS-70000418,POSC CAESAR,RDS222243
CFIHOS-70000419,POSC CAESAR,RDS2227333
CFIHOS-70000420,POSC CAESAR,RDS2224614
CFIHOS-70000421,POSC CAESAR,RDS333944
CFIHOS-70000422,POSC CAESAR,RDS2227332
CFIHOS-70000423,POSC CAESAR,RDS2227334
CFIHOS-70000424,POSC CAESAR,RDS2227335
CFIHOS-70000425,POSC CAESAR,RDS2227336
CFIHOS-70000426,POSC CAESAR,RDS2227338
