property group allowed for purpose CFIHOS unique code,property grouping or decomposition purpose CFIHOS unique code,property grouping purpose code,property grouping purpose description,source standard CFIHOS unique code,source standard code,property group CFIHOS unique code,property group code,property group description,property to group assignment CFIHOS unique code,tag or equipment class CFIHOS unique code,tag or equipment class name,property CFIHOS unique code,property name,property sequence number,,,,,,,
CFIHOS-42000465,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000209,S704-FLD-358,Operating performance,CFIHOS-44000374,CFIHOS-30000805,alternating current motor,CFIHOS-40000329,rated power factor (lagging),,,,,,,,
CFIHOS-42000428,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000172,S703-FLD-371,Converter-fed motor data,CFIHOS-44000375,CFIHOS-30000805,alternating current motor,CFIHOS-40000332,rated speed,,,,,,,,
CFIHOS-42000438,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000182,S704-FLD-325,Operating performance,CFIHOS-44000376,CFIHOS-30000805,alternating current motor,CFIHOS-40000332,rated speed,,,,,,,,
CFIHOS-42000465,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000209,S704-FLD-358,Operating performance,CFIHOS-44000377,CFIHOS-30000805,alternating current motor,CFIHOS-40000332,rated speed,,,,,,,,
CFIHOS-42000394,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000138,S703-FLD-335,Operating performance,CFIHOS-44000378,CFIHOS-30000805,alternating current motor,CFIHOS-40000527,rated speed at 1/1 load,,,,,,,,
CFIHOS-42000415,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000159,S703-FLD-358,Operating performance,CFIHOS-44000379,CFIHOS-30000805,alternating current motor,CFIHOS-40000527,rated speed at 1/1 load,,,,,,,,
CFIHOS-42000493,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000240,S733-FLD-88,Operating performance,CFIHOS-44000380,CFIHOS-30000805,alternating current motor,CFIHOS-40000527,rated speed at 1/1 load,,,,,,,,
CFIHOS-42000435,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000179,S704-FLD-322,Electrical operating conditions,CFIHOS-44000381,CFIHOS-30000805,alternating current motor,CFIHOS-40001337,rated thermal short circuit current,,,,,,,,
CFIHOS-42000438,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000182,S704-FLD-325,Operating performance,CFIHOS-44000382,CFIHOS-30000805,alternating current motor,CFIHOS-40000896,rated torque,,,,,,,,
CFIHOS-42000465,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000209,S704-FLD-358,Operating performance,CFIHOS-44000383,CFIHOS-30000805,alternating current motor,CFIHOS-40000896,rated torque,,,,,,,,
CFIHOS-42000394,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000138,S703-FLD-335,Operating performance,CFIHOS-44000384,CFIHOS-30000805,alternating current motor,CFIHOS-40000878,rated torque at 1/1 load,,,,,,,,
CFIHOS-42000415,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000159,S703-FLD-358,Operating performance,CFIHOS-44000385,CFIHOS-30000805,alternating current motor,CFIHOS-40000878,rated torque at 1/1 load,,,,,,,,
CFIHOS-42000493,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000240,S733-FLD-88,Operating performance,CFIHOS-44000386,CFIHOS-30000805,alternating current motor,CFIHOS-40000878,rated torque at 1/1 load,,,,,,,,
CFIHOS-42000450,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000194,S704-FLD-339,Rolling element bearings,CFIHOS-44000387,CFIHOS-30000805,alternating current motor,CFIHOS-40000900,re-greasing interval,,,,,,,,
CFIHOS-42000477,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000221,S704-FLD-372,Rolling element bearings,CFIHOS-44000388,CFIHOS-30000805,alternating current motor,CFIHOS-40000900,re-greasing interval,,,,,,,,
CFIHOS-42000441,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000185,S704-FLD-328,Motor construction,CFIHOS-44000389,CFIHOS-30000805,alternating current motor,CFIHOS-40001355,rotor shaft manufacturing method,,,,,,,,
CFIHOS-42000468,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000212,S704-FLD-361,Motor construction,CFIHOS-44000390,CFIHOS-30000805,alternating current motor,CFIHOS-40001355,rotor shaft manufacturing method,,,,,,,,
CFIHOS-42000498,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000245,S733-FLD-94,Bearings,CFIHOS-44000391,CFIHOS-30000805,alternating current motor,CFIHOS-40001378,sealed for life anti-friction bearing requirements,,,,,,,,
CFIHOS-42000489,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000236,S733-FLD-83,Rating,CFIHOS-44000392,CFIHOS-30000805,alternating current motor,CFIHOS-40000568,service factor,,,,,,,,
CFIHOS-42000453,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000197,S704-FLD-344,Vibration,CFIHOS-44000393,CFIHOS-30000805,alternating current motor,CFIHOS-40001351,shaft displacement vibration limits,,,,,,,,
CFIHOS-42000480,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000224,S704-FLD-377,Vibration,CFIHOS-44000394,CFIHOS-30000805,alternating current motor,CFIHOS-40001351,shaft displacement vibration limits,,,,,,,,
CFIHOS-42000477,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000221,S704-FLD-372,Rolling element bearings,CFIHOS-44000395,CFIHOS-30000805,alternating current motor,CFIHOS-40001370,shock pulse monitoring connection,,,,,,,,
CFIHOS-42000401,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000145,S703-FLD-342,Space heaters,CFIHOS-44000396,CFIHOS-30000805,alternating current motor,CFIHOS-40000989,space heater requirement,,,,,,,,
CFIHOS-42000422,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000166,S703-FLD-365,Space heaters,CFIHOS-44000397,CFIHOS-30000805,alternating current motor,CFIHOS-40000989,space heater requirement,,,,,,,,
CFIHOS-42000451,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000195,S704-FLD-340,Space heaters,CFIHOS-44000398,CFIHOS-30000805,alternating current motor,CFIHOS-40000989,space heater requirement,,,,,,,,
CFIHOS-42000478,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000222,S704-FLD-373,Space heaters,CFIHOS-44000399,CFIHOS-30000805,alternating current motor,CFIHOS-40000989,space heater requirement,,,,,,,,
CFIHOS-42000499,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000246,S733-FLD-95,Space heaters,CFIHOS-44000400,CFIHOS-30000805,alternating current motor,CFIHOS-40000989,space heater requirement,,,,,,,,
CFIHOS-42000437,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000181,S704-FLD-324,Starting performance,CFIHOS-44000401,CFIHOS-30000805,alternating current motor,CFIHOS-40000891,specific starting requirement locked rotor current,,,,,,,,
CFIHOS-42000396,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000140,S703-FLD-337,Machine construction,CFIHOS-44000402,CFIHOS-30000805,alternating current motor,CFIHOS-40001322,stainless steel fixing requirement,,,,,,,,
CFIHOS-42000417,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000161,S703-FLD-360,Machine construction,CFIHOS-44000403,CFIHOS-30000805,alternating current motor,CFIHOS-40001322,stainless steel fixing requirement,,,,,,,,
CFIHOS-42000495,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000242,S733-FLD-90,Motor construction,CFIHOS-44000404,CFIHOS-30000805,alternating current motor,CFIHOS-40001389,stainless steel hardware required,,,,,,,,
CFIHOS-42000390,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000134,S703-FLD-331,Site conditions,CFIHOS-44000405,CFIHOS-30000805,alternating current motor,CFIHOS-40001316,standstill period,,,,,,,,
CFIHOS-42000412,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000156,S703-FLD-354,Site conditions,CFIHOS-44000406,CFIHOS-30000805,alternating current motor,CFIHOS-40001316,standstill period,,,,,,,,
CFIHOS-42000434,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000178,S704-FLD-321,Site conditions,CFIHOS-44000407,CFIHOS-30000805,alternating current motor,CFIHOS-40001316,standstill period,,,,,,,,
CFIHOS-42000461,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000205,S704-FLD-354,Site conditions,CFIHOS-44000408,CFIHOS-30000805,alternating current motor,CFIHOS-40001316,standstill period,,,,,,,,
CFIHOS-42000492,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000239,S733-FLD-87,Starting performance,CFIHOS-44000409,CFIHOS-30000805,alternating current motor,CFIHOS-40001388,starting conditions,,,,,,,,
CFIHOS-42000393,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000137,S703-FLD-334,Starting performance,CFIHOS-44000410,CFIHOS-30000805,alternating current motor,CFIHOS-40001319,starting designation,,,,,,,,
CFIHOS-42000437,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000181,S704-FLD-324,Starting performance,CFIHOS-44000411,CFIHOS-30000805,alternating current motor,CFIHOS-40001252,starting method,,,,,,,,
CFIHOS-42000488,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000235,S733-FLD-81,General,CFIHOS-44000412,CFIHOS-30000805,alternating current motor,CFIHOS-40001252,starting method,,,,,,,,
CFIHOS-42000432,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000176,S704-FLD-318,General,CFIHOS-44000413,CFIHOS-30000805,alternating current motor,CFIHOS-40001338,stator winding connection,,,,,,,,
CFIHOS-42000459,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000203,S704-FLD-351,General,CFIHOS-44000414,CFIHOS-30000805,alternating current motor,CFIHOS-40001338,stator winding connection,,,,,,,,
CFIHOS-42000454,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000198,S704-FLD-345,Surface protection,CFIHOS-44000415,CFIHOS-30000805,alternating current motor,CFIHOS-40001352,surface finish,,,,,,,,
CFIHOS-42000481,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000225,S704-FLD-378,Surface protection,CFIHOS-44000416,CFIHOS-30000805,alternating current motor,CFIHOS-40001352,surface finish,,,,,,,,
CFIHOS-42000405,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000149,S703-FLD-346,Surface protection,CFIHOS-44000417,CFIHOS-30000805,alternating current motor,CFIHOS-40001330,surface protection durability category,,,,,,,,
CFIHOS-42000426,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000170,S703-FLD-369,Surface protection,CFIHOS-44000418,CFIHOS-30000805,alternating current motor,CFIHOS-40001330,surface protection durability category,,,,,,,,
CFIHOS-42000454,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000198,S704-FLD-345,Surface protection,CFIHOS-44000419,CFIHOS-30000805,alternating current motor,CFIHOS-40001330,surface protection durability category,,,,,,,,
CFIHOS-42000481,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000225,S704-FLD-378,Surface protection,CFIHOS-44000420,CFIHOS-30000805,alternating current motor,CFIHOS-40001330,surface protection durability category,,,,,,,,
CFIHOS-42000502,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000249,S733-FLD-99,Surface protection,CFIHOS-44000421,CFIHOS-30000805,alternating current motor,CFIHOS-40001330,surface protection durability category,,,,,,,,
CFIHOS-42000457,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000201,S704-FLD-349,Motors rated for use in potentially explosive atmospheres,CFIHOS-44000422,CFIHOS-30000805,alternating current motor,CFIHOS-40000903,tE time at 80 % voltage,,,,,,,,
CFIHOS-42000457,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000201,S704-FLD-349,Motors rated for use in potentially explosive atmospheres,CFIHOS-44000423,CFIHOS-30000805,alternating current motor,CFIHOS-40000902,tE time at rated voltage,,,,,,,,
CFIHOS-42000455,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000199,S704-FLD-346,Temperature detection,CFIHOS-44000424,CFIHOS-30000805,alternating current motor,CFIHOS-40001360,temperature detector surge arrestors requirement,,,,,,,,
CFIHOS-42000482,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000226,S704-FLD-379,Temperature detection,CFIHOS-44000425,CFIHOS-30000805,alternating current motor,CFIHOS-40001360,temperature detector surge arrestors requirement,,,,,,,,
CFIHOS-42000392,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000136,S703-FLD-333,Thermal performance,CFIHOS-44000426,CFIHOS-30000805,alternating current motor,CFIHOS-40000177,thermal insulation class,,,,,,,,
CFIHOS-42000413,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000157,S703-FLD-356,Thermal performance,CFIHOS-44000427,CFIHOS-30000805,alternating current motor,CFIHOS-40000177,thermal insulation class,,,,,,,,
CFIHOS-42000436,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000180,S704-FLD-323,Thermal performance,CFIHOS-44000428,CFIHOS-30000805,alternating current motor,CFIHOS-40000177,thermal insulation class,,,,,,,,
CFIHOS-42000463,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000207,S704-FLD-356,Thermal performance,CFIHOS-44000429,CFIHOS-30000805,alternating current motor,CFIHOS-40000177,thermal insulation class,,,,,,,,
CFIHOS-42000396,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000140,S703-FLD-337,Machine construction,CFIHOS-44000430,CFIHOS-30000805,alternating current motor,CFIHOS-40000533,total weight,,,,,,,,
CFIHOS-42000417,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000068,IOGP S-703:2020,CFIHOS-42000161,S703-FLD-360,Machine construction,CFIHOS-44000431,CFIHOS-30000805,alternating current motor,CFIHOS-40000533,total weight,,,,,,,,
CFIHOS-42000441,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000185,S704-FLD-328,Motor construction,CFIHOS-44000432,CFIHOS-30000805,alternating current motor,CFIHOS-40000533,total weight,,,,,,,,
CFIHOS-42000468,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000212,S704-FLD-361,Motor construction,CFIHOS-44000433,CFIHOS-30000805,alternating current motor,CFIHOS-40000533,total weight,,,,,,,,
CFIHOS-42000495,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000242,S733-FLD-90,Motor construction,CFIHOS-44000434,CFIHOS-30000805,alternating current motor,CFIHOS-40000533,total weight,,,,,,,,
CFIHOS-42000488,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000235,S733-FLD-81,General,CFIHOS-44000435,CFIHOS-30000805,alternating current motor,CFIHOS-40000448,type of electric motor,,,,,,,,
CFIHOS-42000500,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000247,S733-FLD-96,Mounting,CFIHOS-44000436,CFIHOS-30000805,alternating current motor,CFIHOS-40001383,type of mounting,,,,,,,,
CFIHOS-42000434,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000178,S704-FLD-321,Site conditions,CFIHOS-44000437,CFIHOS-30000805,alternating current motor,CFIHOS-40001127,unusual service conditions,,,,,,,,
CFIHOS-42000461,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000205,S704-FLD-354,Site conditions,CFIHOS-44000438,CFIHOS-30000805,alternating current motor,CFIHOS-40001127,unusual service conditions,,,,,,,,
CFIHOS-42000465,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000209,S704-FLD-358,Operating performance,CFIHOS-44000439,CFIHOS-30000805,alternating current motor,CFIHOS-40000453,upper limit allowable speed,,,,,,,,
CFIHOS-42000252,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000318,IOGP S-733:2022,CFIHOS-42000230,S733-FLD-101,ASD fed motor data,CFIHOS-44000440,CFIHOS-30000805,alternating current motor,CFIHOS-40000453,upper limit allowable speed,,,,,,,,
CFIHOS-42000453,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000197,S704-FLD-344,Vibration,CFIHOS-44000441,CFIHOS-30000805,alternating current motor,CFIHOS-40001359,upper limit allowable vibration on load at rated output,,,,,,,,
CFIHOS-42000480,CFIHOS-42000503,Procurement,Procurement purpose shows all properties,CFIHOS-90000111,IOGP S-704:2021,CFIHOS-42000224,S704-FLD-377,Vibration,CFIHOS-44000442,CFIHOS-30000805,alternating current motor,CFIHOS-40001359,upper limit allowable vibration on load at rated output,,,,,,,,
