tag class CFIHOS unique code,tag class name,property CFIHOS unique code,property name,SI unit of measure CFIHOS unique code,SI unit of measure name,imperial unit of measure CFIHOS unique code,imperial unit of measure name
CFIHOS-30000637,compensator,CFIHOS-40000293,normal volume flow rate,,,,
CFIHOS-30000637,compensator,CFIHOS-40000535,upper limit design pressure,,,,
CFIHOS-30000637,compensator,CFIHOS-40000536,upper limit design temperature,,,,
CFIHOS-30000524,compressor,CFIHOS-40000060,compressibility factor Z at inlet,,,,
CFIHOS-30000524,compressor,CFIHOS-40000487,design specification,,,,
CFIHOS-30000524,compressor,CFIHOS-40000075,direction of rotation,,,,
CFIHOS-30000524,compressor,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000524,compressor,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000524,compressor,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000524,compressor,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000524,compressor,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000524,compressor,CFIHOS-40000550,lower limit design outlet temperature,,,,
CFIHOS-30000524,compressor,CFIHOS-40000219,lower limit operating suction pressure,CFIHOS-60001430,bar absolute,CFIHOS-60001010,pound per square inch absolute
CFIHOS-30000524,compressor,CFIHOS-40000504,lower limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000524,compressor,CFIHOS-40000505,lower limit operating volume flow rate,CFIHOS-60001463,cubic metre per hour,CFIHOS-60001171,standard cubic foot per minute
CFIHOS-30000524,compressor,CFIHOS-40000506,molecular weight,,,,
CFIHOS-30000524,compressor,CFIHOS-40000255,normal operating dynamic viscosity,,,,
CFIHOS-30000524,compressor,CFIHOS-40000511,normal operating inlet pressure,CFIHOS-60001430,bar absolute,CFIHOS-60001010,pound per square inch absolute
CFIHOS-30000524,compressor,CFIHOS-40000272,normal operating inlet temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000524,compressor,CFIHOS-40000275,normal operating mass flow rate,CFIHOS-60001450,kilogram per hour,CFIHOS-60001478,pound per hour
CFIHOS-30000524,compressor,CFIHOS-40000278,normal operating outlet pressure,CFIHOS-60001430,bar absolute,CFIHOS-60001010,pound per square inch absolute
CFIHOS-30000524,compressor,CFIHOS-40000289,normal operating volume flow rate (at normal operating pressure and normal operating temperature),CFIHOS-60001463,cubic metre per hour,CFIHOS-60001171,standard cubic foot per minute
CFIHOS-30000524,compressor,CFIHOS-40000309,operation continuous intermittent,,,,
CFIHOS-30000524,compressor,CFIHOS-40000373,specific heat ratio Cp/Cv at inlet,,,,
CFIHOS-30000524,compressor,CFIHOS-40000412,test medium,,,,
CFIHOS-30000524,compressor,CFIHOS-40000532,test pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000524,compressor,CFIHOS-40000177,thermal insulation class,,,,
CFIHOS-30000524,compressor,CFIHOS-40000453,upper limit allowable speed,CFIHOS-60001480,revolution per minute,CFIHOS-60001480,revolution per minute
CFIHOS-30000524,compressor,CFIHOS-40000572,upper limit design outlet temperature,,,,
CFIHOS-30000524,compressor,CFIHOS-40000573,upper limit design volume flow rate,,,,
CFIHOS-30000524,compressor,CFIHOS-40000466,upper limit operating inlet pressure,CFIHOS-60001430,bar absolute,CFIHOS-60001010,pound per square inch absolute
CFIHOS-30000524,compressor,CFIHOS-40000575,upper limit operating outlet pressure,,,,
CFIHOS-30000524,compressor,CFIHOS-40000538,upper limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000402,computer,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000402,computer,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000402,computer,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000402,computer,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000021,concentration transmitter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000021,concentration transmitter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000021,concentration transmitter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000021,concentration transmitter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000021,concentration transmitter,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000385,condenser,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000385,condenser,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000385,condenser,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000385,condenser,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000403,conductivity cell,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000403,conductivity cell,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000403,conductivity cell,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000403,conductivity cell,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000404,conductivity level transmitter,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000325,conductivity transmitter,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000326,contactor,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000326,contactor,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000326,contactor,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000326,contactor,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000814,contactor column,CFIHOS-40000026,bottom section normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000814,contactor column,CFIHOS-40000027,bottom section normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000814,contactor column,CFIHOS-40000487,design specification,,,,
CFIHOS-30000814,contactor column,CFIHOS-40000613,external coating specification,,,,
CFIHOS-30000814,contactor column,CFIHOS-40000114,external insulation type,,,,
CFIHOS-30000814,contactor column,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000814,contactor column,CFIHOS-40000178,insulation code,,,,
CFIHOS-30000814,contactor column,CFIHOS-40000184,intermediate section normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000814,contactor column,CFIHOS-40000185,intermediate section normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000814,contactor column,CFIHOS-40000420,top section normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000814,contactor column,CFIHOS-40000421,top section normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000814,contactor column,CFIHOS-40000535,upper limit design pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000814,contactor column,CFIHOS-40000536,upper limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000405,control box,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000405,control box,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000405,control box,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000405,control box,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000022,control module,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000022,control module,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000022,control module,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000022,control module,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000327,control panel,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000327,control panel,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000327,control panel,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000327,control panel,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000327,control panel,CFIHOS-40000528,rated voltage,CFIHOS-60001423,volt,CFIHOS-60001423,volt
CFIHOS-30000638,control valve,CFIHOS-40000638,actuation service,,,,
CFIHOS-30000638,control valve,CFIHOS-40000599,communication protocol,,,,
CFIHOS-30000638,control valve,CFIHOS-40000487,design specification,,,,
CFIHOS-30000638,control valve,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000638,control valve,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000638,control valve,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000638,control valve,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000638,control valve,CFIHOS-40000580,failure action,,,,
CFIHOS-30000638,control valve,CFIHOS-40000585,fire safe,,,,
CFIHOS-30000638,control valve,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000638,control valve,CFIHOS-40000584,full opening valve,,,,
CFIHOS-30000638,control valve,CFIHOS-40000600,input signal range,,,,
CFIHOS-30000638,control valve,CFIHOS-40000597,input signal type,,,,
CFIHOS-30000638,control valve,CFIHOS-40000509,nominal diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000638,control valve,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000638,control valve,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000638,control valve,CFIHOS-40000601,output signal range,,,,
CFIHOS-30000638,control valve,CFIHOS-40000598,output signal type,,,,
CFIHOS-30000638,control valve,CFIHOS-40000488,piping class,,,,
CFIHOS-30000638,control valve,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000666,controller,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000666,controller,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000666,controller,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000666,controller,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000666,controller,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000017,body material,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000045,cold differential test pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000815,conventional relief valve,CFIHOS-40000490,constant back pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000815,conventional relief valve,CFIHOS-40000487,design specification,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000133,fluid phase,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000503,lower limit design temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000815,conventional relief valve,CFIHOS-40000242,nominal inlet diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000815,conventional relief valve,CFIHOS-40000244,nominal outlet diameter,CFIHOS-60001469,millimetre,CFIHOS-60001446,inch
CFIHOS-30000815,conventional relief valve,CFIHOS-40000255,normal operating dynamic viscosity,CFIHOS-60001472,millipascal second,CFIHOS-60001432,centipoise
CFIHOS-30000815,conventional relief valve,CFIHOS-40000275,normal operating mass flow rate,CFIHOS-60001450,kilogram per hour,CFIHOS-60001478,pound per hour
CFIHOS-30000815,conventional relief valve,CFIHOS-40000512,normal operating pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000815,conventional relief valve,CFIHOS-40000514,normal operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000815,conventional relief valve,CFIHOS-40000518,orifice area calculated,CFIHOS-60001470,square millimetre,CFIHOS-60001447,square inch
CFIHOS-30000815,conventional relief valve,CFIHOS-40000334,relief bellows,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000530,set pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000815,conventional relief valve,CFIHOS-40000375,spring material specification,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000412,test medium,,,,
CFIHOS-30000815,conventional relief valve,CFIHOS-40000532,test pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000815,conventional relief valve,CFIHOS-40000538,upper limit operating temperature,CFIHOS-60001435,degree celsius,CFIHOS-60001436,degree fahrenheit
CFIHOS-30000815,conventional relief valve,CFIHOS-40000539,variable back pressure,CFIHOS-60001431,bar gauge,CFIHOS-60001011,pound per square inch gauge
CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000023,coriolis mass flow element,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000408,corrosion element,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000408,corrosion element,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000408,corrosion element,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000408,corrosion element,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000408,corrosion element,CFIHOS-40000132,fluid name,,,,
CFIHOS-30000407,corrosion meter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000407,corrosion meter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000407,corrosion meter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000407,corrosion meter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000751,corrosion transmitter,CFIHOS-40000579,safety integrity level,,,,
CFIHOS-30000409,counter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000409,counter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000409,counter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000409,counter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000419,coupling,CFIHOS-40001248,coupling and exposed shaft guard material,,,,
CFIHOS-30000419,coupling,CFIHOS-40001244,coupling components balance grade,,,,
CFIHOS-30000419,coupling,CFIHOS-40001247,coupling guard specification,,,,
CFIHOS-30000419,coupling,CFIHOS-40001242,coupling size,,,,
CFIHOS-30000419,coupling,CFIHOS-40001241,coupling specification,,,,
CFIHOS-30000419,coupling,CFIHOS-40000067,coupling type,,,,
CFIHOS-30000419,coupling,CFIHOS-40001245,coupling with hydraulic fit,,,,
CFIHOS-30000419,coupling,CFIHOS-40001246,coupling with proprietary clamping device,,,,
CFIHOS-30000419,coupling,CFIHOS-40000320,pressure equipment category,,,,
CFIHOS-30000597,crane,CFIHOS-40000666,certifying body,,,,
CFIHOS-30000597,crane,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000597,crane,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000597,crane,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000597,crane,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000024,crane hook block,CFIHOS-40000665,offboard lift capacity,,,,
CFIHOS-30000024,crane hook block,CFIHOS-40000664,onboard lift capacity,,,,
CFIHOS-30000410,current to current converter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000410,current to current converter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000410,current to current converter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000410,current to current converter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000411,current to pressure converter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000411,current to pressure converter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000411,current to pressure converter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000411,current to pressure converter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000412,current to voltage converter,CFIHOS-40000110,explosion protection gas group,,,,
CFIHOS-30000412,current to voltage converter,CFIHOS-40000112,explosion protection temperature class,,,,
CFIHOS-30000412,current to voltage converter,CFIHOS-40000113,explosion protection zone,,,,
CFIHOS-30000412,current to voltage converter,CFIHOS-40000663,explosion rated item,,,,
CFIHOS-30000745,current transformer,CFIHOS-40000110,explosion protection gas group,,,,
